"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","51","a request to sign up with a new email","AuthService pact tests","Tue Feb 18 11:47:58 UTC 2025","passed","Tue Feb 18 11:47:58 UTC 2025","","SignUp","",""
"","13","a request to sign up with an existing email","AuthService pact tests","Tue Feb 18 11:47:58 UTC 2025","passed","Tue Feb 18 11:47:58 UTC 2025","","SignUp","",""
